"filename","species","filesize"
"26416",11,3304
"26502",11,5201
"26508",11,2105
"26583",11,2837
"2703",11,4874
"27098",11,3187
"27226",11,2381
"27294",11,2276
"27466",11,1999
"27558",11,1115
"27585",11,2569
"27828",11,1608
"28249",11,2670
"2873",11,6171
"2886",11,2905
"29595",11,3827
"29982",11,5968
"30267",11,3373
"30358",11,2585
"30762",11,6690
"30807",11,3449
"30863",11,2863
"30917",11,3054
"31190",11,1884
"31489",11,2762
"32546",11,4371
"32580",11,3510
"32631",11,5302
"33372",11,2438
"3340",11,4442
"33895",11,2602
"34111",11,1965
"34154",11,5376
"34367",11,4234
"34446",11,4880
"35067",11,4940
"35146",11,2830
"3528",11,6394
"35283",11,2975
"35578",11,2974
"35581",11,5054
"35600",11,3492
"35627",11,3594
"3570",11,2985
"3580",11,3682
"35951",11,1062
"36368",11,2695
"36992",11,4644
"37171",11,5466
"37925",11,2542
"37949",11,8120
"37994",11,8989
"3806",11,1775
"38082",11,3816
"38173",11,3162
"38254",11,5930
"38306",11,1984
"39230",11,5987
"39853",11,2076
"39940",11,1440
"40060",11,3406
"4007",11,2938
"4011",11,3796
"40122",11,6079
"40237",11,2645
"40324",11,4161
"40473",11,2505
"40539",11,5880
"40588",11,3383
"40606",11,2891
"41352",11,4375
"41366",11,2054
"41412",11,2291
"4151",11,4477
"417",11,5034
"41947",11,3420
"41973",11,4078
"42000",11,4930
"42066",11,2192
"42232",11,5062
"42716",11,5448
"42733",11,3217
"42831",11,4003
"42834",11,3201
"43249",11,3032
"43347",11,3202
"43611",11,3385
"43829",11,3818
"44196",11,6282
"44319",11,2788
"44535",11,3568
"44809",11,2951
"44930",11,6126
"45000",11,7001
"45127",11,3266
"45172",11,2551
"45285",11,4429
"4553",11,7384
"45775",11,4138
"45867",11,2712
"46341",11,3594
"46712",11,2216
"46952",11,5006
"47754",11,2500
"48150",11,3491
"48314",11,2278
"48368",11,3643
"48612",11,2807
"48632",11,3808
"48957",11,2740
"49019",11,3497
"49027",11,4746
"49103",11,3057
"49165",11,2675
"4917",11,2525
"49195",11,2028
"49208",11,3726
"49455",11,3169
"49597",11,7447
"49625",11,2702
"49648",11,3660
"49752",11,3623
"49883",11,3413
"49884",11,1582
"50126",11,4719
"5050",11,6174
"5056",11,5387
"50858",11,2635
"50971",11,6337
"51065",11,3697
"51067",11,7086
"51158",11,3047
"51302",11,5809
"51405",11,6303
"51904",11,1867
"52449",11,2164
"5268",11,2367
"52940",11,2952
"52976",11,3078
"53",11,6853
"53198",11,1824
"5327",11,3305
"53305",11,7334
"53516",11,2972
"5358",11,3280
"53740",11,3013
"53945",11,5505
"54291",11,3589
"54298",11,2694
"54427",11,8302
"54593",11,2738
"54717",11,5794
"54833",11,3790
"54957",11,4438
"5513",11,3044
"554",11,2521
"55510",11,5643
"5571",11,2980
"55861",11,2975
"55913",11,4714
"55976",11,4047
"56540",11,3086
"56658",11,6587
"56732",11,3479
"5680",11,7154
"5694",11,4582
"57024",11,2791
"57065",11,4895
"57454",11,5754
"57668",11,6508
"57742",11,2254
"58082",11,2185
"58142",11,2529
"58236",11,4379
"58311",11,4066
"58324",11,2336
"58408",11,3895
"58425",11,2555
"58569",11,4326
"58976",11,3868
"59083",11,2466
"5914",11,3322
"59245",11,2763
"60077",11,3292
"60151",11,3501
"60434",11,3450
"60607",11,2431
"6082",11,2610
"61039",11,5874
"61395",11,2503
"614",11,7334
"61657",11,3010
"62008",11,2627
"62023",11,3731
"62298",11,2520
"62749",11,7070
"6306",11,3864
"63335",11,2841
"63478",11,1690
"63547",11,7554
"63631",11,3762
"63637",11,3632
"63740",11,5715
"63771",11,2963
"6380",11,4079
"63927",11,3753
"6450",11,3406
"646",11,4333
"6496",11,2130
"65282",11,5178
"65370",11,9196
"65375",11,3391
"65433",11,2907
"65556",11,2333
"65781",11,2607
"65893",11,5692
"66019",11,6096
"66067",11,2214
"66081",11,2169
"66117",11,5225
"66202",11,4930
"66230",11,2379
"66925",11,3340
"66931",11,3852
"67754",11,6066
"67847",11,5191
"68622",11,1516
"68788",11,5333
"68992",11,2374
"69491",11,4178
"69620",11,3567
"69840",11,1893
"69853",11,3982
"70614",11,6249
"70753",11,3705
"71206",11,4191
"71256",11,3099
"71629",11,3068
"72217",11,3149
"72307",11,4235
"72461",11,1786
"72622",11,2531
"72629",11,2971
"72803",11,3258
"72961",11,1526
"73124",11,2929
"73216",11,5953
"73682",11,2034
"73705",11,1998
"74095",11,3067
"74227",11,4184
"7453",11,4383
"74662",11,3730
"74746",11,3524
"75452",11,3564
"75659",11,2252
"75706",11,5143
"75786",11,2405
"75846",11,6600
"75950",11,2752
"7630",11,3129
"76455",11,1939
"76519",11,3350
"7659",11,5100
"76924",11,2639
"76964",11,2439
"76993",11,2795
"77032",11,2483
"77320",11,4978
"77339",11,3686
"77431",11,6301
"77471",11,4386
"77481",11,1444
"77800",11,3579
"77866",11,3635
"77872",11,7098
"77902",11,5109
"78097",11,1996
"78374",11,4742
"78525",11,2149
"78585",11,3537
"78750",11,3277
"78900",11,5618
"78959",11,5249
"79063",11,2826
"79285",11,6593
"79298",11,4044
"79484",11,3037
"79497",11,2764
"79529",11,2602
"79548",11,4731
"79851",11,5421
"79869",11,6220
"79927",11,2130
"79948",11,2692
"79979",11,2623
"80076",11,3807
"80193",11,5353
"80704",11,2720
"80764",11,4594
"81044",11,4226
"81056",11,6989
"81184",11,5468
"8132",11,6272
"81465",11,5070
"82153",11,3363
"82732",11,3856
"8296",11,2996
"83201",11,2678
"83272",11,8379
"83281",11,2191
"83298",11,2126
"83597",11,3548
"8379",11,3268
"84025",11,2757
"84392",11,3714
"85203",11,5496
"85491",11,1728
"85514",11,4017
"85651",11,4956
"85671",11,4653
"85900",11,2546
"86023",11,4604
"86122",11,2308
"86191",11,5238
"86716",11,5131
"86980",11,2304
"87468",11,6552
"87561",11,2467
"87608",11,11009
"87677",11,2848
"87976",11,2447
"88058",11,5080
"88141",11,1655
"88296",11,5096
"88413",11,5975
"88414",11,3984
"88651",11,2215
"8942",11,3428
"89681",11,2299
"89695",11,1795
"89721",11,2661
"89837",11,2544
"89921",11,4262
"90147",11,2240
"90272",11,2737
"90509",11,4005
"9065",11,3900
"90921",11,7224
"91301",11,4532
"91429",11,3888
"91500",11,6262
"91843",11,2464
"91852",11,1907
"92110",11,2759
"92415",11,6191
"92908",11,2770
"93065",11,5582
"93462",11,3655
"9350",11,2563
"93790",11,2664
"9391",11,5416
"93992",11,4086
"9417",11,4608
"9421",11,4228
"94360",11,3328
"94392",11,5227
"94455",11,2791
"94510",11,3198
"94555",11,3780
"94569",11,3997
"94728",11,3848
"94760",11,2588
"94922",11,2901
"95082",11,4343
"9537",11,5326
"95430",11,2214
"95514",11,3214
"95616",11,1549
"95950",11,4671
"96384",11,3860
"96412",11,4642
"96590",11,3299
"96657",11,6986
"96772",11,2342
"97090",11,6807
"9725",11,8957
"97632",11,2734
"97886",11,2490
"98078",11,3117
"98316",11,6066
"98344",11,7507
"98503",11,2379
"98598",11,2652
"98753",11,3640
"98757",11,3629
"99053",11,4509
"99137",11,3268
"99215",11,2769
"99714",11,3656
"99936",11,1542
"100065",12,1756
"100096",12,3340
"100136",12,1819
"100139",12,1236
"100160",12,1872
"100188",12,1782
"100238",12,2037
"10030",12,865
"100345",12,2919
"100502",12,2953
"100670",12,1108
"100711",12,3692
"100724",12,2047
"100838",12,1908
"100903",12,2380
"101003",12,2948
"101076",12,2753
"101198",12,1426
"101303",12,2939
"101382",12,1823
"101412",12,6467
"101426",12,2919
"101516",12,3197
"101543",12,2988
"10168",12,1875
"101769",12,908
"102001",12,4585
"102102",12,1596
"102137",12,2335
"102160",12,2105
"1023",12,1807
"102300",12,1799
"102477",12,12131
"102499",12,1732
"102512",12,2279
"10259",12,5045
"102591",12,1557
"102733",12,2384
"102838",12,6186
"102897",12,1841
"102989",12,2674
"102994",12,4522
"103040",12,1623
"103064",12,1499
"103186",12,2436
"103197",12,1022
"103282",12,2154
"10339",12,2167
"103533",12,1148
"103539",12,1446
"103584",12,2937
"103603",12,1650
"103639",12,1087
"10381",12,4605
"103860",12,7993
"103891",12,1787
"104016",12,1814
"104035",12,4040
"104184",12,1914
"10419",12,1908
"104203",12,1774
"104243",12,1518
"104297",12,1960
"104462",12,3867
"104524",12,1867
"104525",12,2461
"104886",12,1309
"104890",12,2701
"10493",12,1356
"104971",12,1731
"104989",12,2132
"105065",12,1044
"105079",12,1820
"105135",12,2112
"105199",12,1766
"105218",12,11171
"105301",12,1023
"105357",12,2132
"105471",12,4249
"105497",12,2051
"105527",12,1500
"105602",12,5199
"105629",12,2252
"105833",12,1257
"105964",12,1727
"106019",12,3447
"106045",12,1922
"10626",12,2046
"106352",12,1626
"106421",12,1711
"106545",12,1541
"106596",12,2311
"106638",12,3720
"106774",12,3242
"106942",12,8039
"107002",12,12025
"107015",12,2536
"107020",12,1140
"107091",12,5718
"107098",12,1727
"107382",12,1253
"107545",12,5349
"107548",12,5794
"107658",12,795
"10772",12,1473
"107723",12,1422
"107850",12,973
"107857",12,1840
"107870",12,1619
"107924",12,3216
"107926",12,1213
"108060",12,1765
"108296",12,2255
"108319",12,1004
"108331",12,3305
"108343",12,1797
"108384",12,1350
"108452",12,3165
"108498",12,3845
"108871",12,2665
"109049",12,2617
"109118",12,1857
"109182",12,1945
"10925",12,1407
"109258",12,8063
"109288",12,1637
"109462",12,4223
"109542",12,11480
"109572",12,940
"109588",12,1908
"109673",12,819
"109742",12,1543
"109798",12,2188
"109839",12,2136
"109912",12,2027
"109932",12,1587
"109960",12,1744
"109998",12,1083
"110144",12,2386
"110192",12,2079
"110328",12,2753
"110461",12,1592
"110519",12,2308
"110582",12,2334
"110626",12,4446
"110660",12,748
"110665",12,1949
"110827",12,1874
"110896",12,2044
"111012",12,1680
"111096",12,3752
"111111",12,3510
"111329",12,1190
"111458",12,1287
"11151",12,2526
"111548",12,3707
"111587",12,1675
"11161",12,2418
"111666",12,5534
"111668",12,1889
"111753",12,2299
"111816",12,1909
"111954",12,1763
"112064",12,1592
"112068",12,1546
"11227",12,1517
"112312",12,1897
"112416",12,1439
"112429",12,1265
"112439",12,1615
"112515",12,3261
"112568",12,1009
"112622",12,993
"112663",12,3068
"112680",12,3108
"112721",12,2305
"112730",12,1552
"112884",12,2079
"112887",12,5191
"113006",12,1515
"113055",12,2171
"113180",12,1515
"113215",12,1193
"113236",12,3815
"113298",12,2462
"113300",12,2254
"11331",12,1630
"113350",12,1731
"113497",12,920
"1135",12,2325
"113636",12,1443
"113703",12,1056
"113947",12,2525
"114063",12,1932
"114111",12,2115
"114153",12,2330
"114189",12,1429
"114294",12,1419
"11435",12,1722
"114384",12,6270
"114388",12,2751
"114423",12,2201
"114573",12,3514
"114604",12,1745
"11464",12,1813
"114658",12,5913
"114672",12,8063
"114773",12,4771
"114834",12,5118
"115044",12,1556
"115092",12,2606
"115182",12,3248
"115189",12,1538
"11524",12,2185
"115310",12,1193
"115419",12,1669
"115509",12,1155
"115511",12,1754
"115536",12,1280
"115618",12,5665
"115732",12,1877
"115748",12,1865
"115761",12,1860
"115788",12,788
"115898",12,1464
"115928",12,4024
"115955",12,3808
"11615",12,1553
"116358",12,1783
"116423",12,1835
"116449",12,2071
"116552",12,3225
"116645",12,1702
"116796",12,1445
"116851",12,3218
"116908",12,1830
"117055",12,1961
"117142",12,1171
"11718",12,2542
"117184",12,8337
"117249",12,1289
"117282",12,1393
"117309",12,1901
"117379",12,1274
"117390",12,3350
"117517",12,1302
"117697",12,6285
"117745",12,3115
"117859",12,1936
"117924",12,2552
"118024",12,2211
"118039",12,1584
"118157",12,2045
"118194",12,845
"118205",12,1794
"11821",12,4149
"118226",12,1234
"118334",12,2352
"118342",12,1664
"11836",12,1887
"118376",12,1990
"118539",12,1327
"118591",12,2145
"118650",12,3859
"118786",12,4339
"118933",12,1052
"118965",12,784
"119001",12,3639
"119154",12,3039
"119200",12,799
"119204",12,1576
"119224",12,2265
"119275",12,2199
"119287",12,5688
"119294",12,4249
"119311",12,1544
"119361",12,3453
"119497",12,2761
"119524",12,2154
"119674",12,4582
"119882",12,1814
"119906",12,1847
"11995",12,1107
"120335",12,1754
"1204",12,2956
"12053",12,1826
"120616",12,1171
"120725",12,2217
"120776",12,1826
"1211",12,3314
"12110",12,1921
"121118",12,2077
"121139",12,2048
"121175",12,1046
"121351",12,1652
"121553",12,1819
"121605",12,752
"121659",12,2121
"121675",12,3733
"121684",12,1969
"12171",12,3749
"121736",12,2815
"121777",12,4391
"121866",12,2100
"121994",12,1218
"122000",12,847
"122026",12,7362
"122192",12,2037
"122205",12,1870
"122214",12,1727
"122280",12,2395
"122307",12,1731
"122690",12,3697
"122745",12,819
"122800",12,1763
"122808",12,1767
"12281",12,790
"122845",12,1674
"122912",12,1138
"122934",12,1571
"123047",12,1363
"123069",12,1824
"123120",12,1277
"123140",12,2861
"123405",12,2618
"123720",12,1250
"123814",12,1922
"124128",12,4661
"124146",12,1158
"124258",12,1755
"124333",12,1121
"124338",12,1930
"124348",12,1155
"124373",12,5149
"124600",12,1557
"124611",12,1376
"124679",12,6485
"124695",12,1790
"124732",12,1724
"124769",12,1698
"124798",12,4412
"124810",12,1111
"12484",12,5606
"124913",12,4235
"124996",12,1373
"125037",12,2146
"125105",12,2023
"125134",12,1348
"12518",12,1900
"125203",12,2602
"125327",12,2298
"125437",12,1508
"125586",12,1720
"125634",12,2152
"125699",12,992
"125795",12,1092
"1258",12,1179
"125844",12,2152
"126021",12,2423
"126132",12,3563
"126293",12,2080
"126369",12,1767
"126398",12,3195
"12640",12,4392
"126409",12,1308
"126594",12,1273
"126599",12,2536
"126664",12,3518
"126668",12,3314
"126679",12,2411
"126705",12,2626
"126791",12,844
"126852",12,2623
"126991",12,1833
"127022",12,2562
"127111",12,2633
"127335",12,1242
"127446",12,9963
"127505",12,1874
"127516",12,2060
"127538",12,1577
"127721",12,2194
"127731",12,3455
"127810",12,1485
"127837",12,2308
"127882",12,3382
"128026",12,1691
"128158",12,2060
"128196",12,4343
"128248",12,1694
"128261",12,4458
"128395",12,1512
"128502",12,1418
"128517",12,1946
"12853",12,1820
"128693",12,1664
"128748",12,995
"128760",12,1187
"128790",12,1462
"128793",12,1346
"128827",12,1737
"128839",12,800
"128947",12,6959
"128982",12,1784
"129070",12,2008
"129095",12,1120
"129127",12,6947
"129158",12,1542
"129212",12,1716
"129294",12,1115
"12934",12,2217
"129358",12,984
"129535",12,1689
"129570",12,4382
"129598",12,1587
"129654",12,2054
"129796",12,2206
"129807",12,3985
"12982",12,1757
"129952",12,1220
"130047",12,7028
"130141",12,1879
"130178",12,1245
"130290",12,2152
"130310",12,2704
"130546",12,3340
"130571",12,1668
"130609",12,1832
"130621",12,1619
"130748",12,841
"130764",12,2104
"130812",12,1365
"130997",12,2083
"131047",12,770
"131051",12,1741
"131076",12,1170
"131134",12,1759
"131157",12,1026
"13133",12,1982
"131396",12,1944
"131448",12,2673
"131482",12,1292
"131601",12,1881
"131609",12,1426
"131639",12,729
"131697",12,1007
"131796",12,1170
"13181",12,2690
"131826",12,1748
"131873",12,2025
"13206",12,2490
"13207",12,2529
"132091",12,4907
"132149",12,677
"132320",12,1965
"132358",12,3376
"1324",12,2642
"132456",12,1730
"132481",12,1918
"132737",12,2094
"132829",12,1860
"132844",12,2271
"132852",12,2863
"132885",12,1748
"132904",12,2242
"132946",12,953
"132989",12,1719
"133003",12,1495
"133021",12,2128
"133134",12,1756
"133137",12,1400
"13324",12,2114
"133356",12,2419
"133516",12,1421
"133572",12,1819
"133659",12,2312
"133712",12,2127
"133771",12,2704
"133873",12,1277
"133933",12,1711
"133951",12,2711
"134018",12,2217
"134094",12,2368
"134230",12,2960
"134267",12,1456
"134301",12,1637
"134359",12,1062
"134430",12,2068
"134589",12,1759
"134935",12,6331
"134985",12,1637
"135095",12,3042
"13513",12,1513
"135134",12,1008
"135202",12,1326
"135371",12,2291
"135379",12,868
"135430",12,3486
"135530",12,1771
"135531",12,2256
"135536",12,4517
"135567",12,1780
"135574",12,1394
"135577",12,1036
"135672",12,973
"135716",12,1533
"135768",12,10736
"135919",12,1684
"136152",12,2022
"13619",12,1395
"136200",12,2541
"136203",12,873
"136299",12,2493
"136367",12,1826
"136394",12,1565
"136403",12,1717
"136516",12,2824
"136738",12,1020
"136850",12,1645
"137075",12,1810
"137099",12,1417
"137107",12,1227
"13711",12,1896
"137230",12,2320
"137274",12,1361
"137309",12,1104
"137313",12,3187
"137472",12,2538
"137480",12,3138
"137569",12,1965
"137729",12,2659
"137898",12,1541
"137921",12,1606
"138150",12,3102
"138176",12,1527
"138329",12,1843
"138341",12,1512
"138444",12,2170
"138486",12,3193
"13866",12,1954
"138684",12,2802
"138867",12,1494
"139049",12,1844
"139167",12,1446
"139459",12,8051
"139519",12,1540
"139587",12,1561
"139640",12,5251
"139721",12,5628
"139736",12,1670
"139830",12,1734
"139947",12,1943
"140017",12,3622
"140122",12,1394
"140213",12,1900
"140222",12,1807
"140394",12,1416
"140468",12,2473
"140589",12,1975
"140723",12,1191
"140775",12,2922
"140828",12,1575
"141052",12,1526
"141086",12,1604
"141098",12,1793
"14121",12,1706
"141211",12,1471
"14150",12,1293
"141506",12,1830
"141525",12,6154
"141703",12,1265
"141740",12,7030
"141774",12,1696
"141891",12,1289
"14224",12,1634
"142336",12,1604
"142351",12,10615
"142374",12,1293
"142379",12,2214
"142381",12,1604
"142409",12,1526
"142421",12,3278
"142423",12,2313
"142429",12,1868
"142536",12,1471
"142570",12,1965
"142588",12,4049
"142748",12,2567
"142872",12,1726
"142891",12,2040
"142929",12,2102
"142979",12,1944
"143073",12,4173
"143111",12,2718
"143117",12,2980
"143127",12,1049
"143170",12,2191
"143211",12,2155
"143216",12,2789
"143219",12,1591
"143225",12,1872
"143245",12,2769
"143257",12,1170
"143381",12,2241
"143442",12,1718
"143623",12,1759
"143640",12,4441
"143888",12,2067
"143890",12,1468
"143991",12,2248
"144117",12,1816
"144210",12,2382
"144298",12,1809
"144359",12,1920
"144439",12,1286
"144456",12,2309
"144478",12,1355
"144529",12,2188
"144914",12,1864
"144981",12,1845
"145035",12,5203
"145067",12,2610
"145119",12,966
"145138",12,1593
"14520",12,2476
"145241",12,1515
"145255",12,1605
"145269",12,2261
"145283",12,3808
"145397",12,2118
"145453",12,6915
"14546",12,6330
"145502",12,1650
"145803",12,2225
"145900",12,1759
"145952",12,1247
"146173",12,4543
"146178",12,1607
"146396",12,1744
"146423",12,3108
"146490",12,1439
"146493",12,2527
"146511",12,1794
"146699",12,991
"14676",12,2897
"146762",12,1376
"146783",12,2582
"146798",12,1299
"146877",12,1603
"146955",12,2187
"147027",12,1802
"147029",12,3052
"147112",12,2198
"147197",12,1144
"147222",12,8085
"147308",12,1149
"147500",12,1535
"147614",12,6909
"147650",12,1797
"147778",12,1127
"147815",12,1300
"147845",12,1328
"147873",12,2311
"147879",12,1161
"148008",12,1322
"148096",12,2063
"148167",12,1756
"148235",12,2383
"148258",12,2237
"148288",12,1756
"148356",12,1524
"148384",12,2830
"14839",12,1546
"148650",12,1429
"148659",12,2182
"148682",12,1870
"148693",12,860
"148725",12,1364
"148776",12,1263
"148950",12,2994
"149003",12,1683
"149182",12,4600
"149311",12,2272
"149336",12,2261
"149439",12,1644
"149497",12,2268
"149686",12,1839
"149692",12,1386
"149751",12,5890
"149898",12,1212
"149904",12,1556
"150087",12,1428
"150104",12,2549
"150123",12,796
"150197",12,2094
"150245",12,978
"150347",12,2708
"151055",12,2515
"151144",12,4066
"151190",12,1051
"151304",12,4726
"151365",12,2101
"151383",12,1650
"151501",12,1319
"151525",12,1731
"151542",12,1412
"151598",12,1933
"151678",12,1456
"151821",12,1794
"151846",12,1970
"151879",12,2177
"151927",12,2967
"152074",12,940
"152095",12,1316
"15216",12,1357
"152197",12,1774
"152222",12,1572
"152276",12,1558
"152539",12,1747
"152789",12,3025
"152831",12,2150
"152925",12,3280
"153006",12,1770
"153007",12,2074
"153030",12,1570
"153031",12,7010
"153111",12,1679
"153192",12,1339
"153276",12,1252
"153316",12,2011
"153447",12,1834
"153550",12,1774
"153725",12,1535
"153784",12,918
"153839",12,1334
"153950",12,1117
"15396",12,1936
"153972",12,2107
"154009",12,1264
"154109",12,3739
"154162",12,1002
"154184",12,2072
"154208",12,2304
"154226",12,1248
"154361",12,2722
"154476",12,2357
"154477",12,1669
"154505",12,947
"154544",12,9593
"154567",12,2532
"154572",12,1674
"154854",12,6940
"154864",12,1960
"15489",12,2126
"15491",12,2045
"154971",12,1010
"155021",12,829
"155041",12,1768
"155059",12,1614
"155061",12,1745
"155071",12,1464
"155282",12,1607
"155373",12,1403
"15542",12,2740
"15551",12,1931
"155613",12,1908
"155615",12,2091
"15565",12,1935
"155664",12,2322
"155697",12,1914
"155741",12,1636
"156053",12,1060
"156097",12,3667
"156206",12,1572
"156273",12,2340
"156283",12,5730
"156308",12,1600
"156334",12,2078
"156441",12,910
"156532",12,1327
"156599",12,1144
"156657",12,1543
"156913",12,1004
"156989",12,2494
"157006",12,2865
"157054",12,2434
"157073",12,8654
"157079",12,1602
"157196",12,2680
"157200",12,1492
"157335",12,2102
"157353",12,2180
"157393",12,1199
"157402",12,2050
"157409",12,6218
"157410",12,2017
"157421",12,2173
"157467",12,2205
"157518",12,2315
"157533",12,2419
"157834",12,1996
"158000",12,1946
"158041",12,2175
"158073",12,1445
"158136",12,1522
"158236",12,2313
"158464",12,637
"158562",12,4021
"158646",12,2636
"15876",12,3171
"159012",12,3546
"159152",12,1521
"159183",12,1428
"159205",12,7940
"159372",12,1893
"159461",12,1468
"159474",12,1222
"159576",12,1519
"159651",12,1668
"159738",12,1264
"159745",12,1706
"159908",12,1593
"159946",12,1309
"159963",12,1756
"159982",12,3809
"159993",12,10795
"16000",12,3425
"160096",12,1443
"160169",12,10222
"160254",12,5233
"160438",12,3740
"160498",12,1415
"160531",12,4356
"160618",12,5604
"160666",12,1492
"160699",12,1495
"160710",12,2048
"160721",12,1929
"16076",12,955
"16149",12,7290
"16287",12,1418
"16388",12,1307
"16580",12,2018
"16690",12,915
"16740",12,2114
"1675",12,892
"16826",12,1566
"1684",12,2263
"16878",12,1767
"16956",12,2265
"16972",12,4086
"16990",12,1247
"17009",12,841
"17053",12,5808
"17149",12,2379
"1717",12,2401
"17258",12,1409
"1738",12,5539
"17392",12,890
"1744",12,4060
"17604",12,8430
"17709",12,2487
"17751",12,1608
"17760",12,1219
"17833",12,3241
"18018",12,6184
"18075",12,2804
"18123",12,2793
"18156",12,3156
"18310",12,2856
"18672",12,2760
"18742",12,1558
"18849",12,2307
"18883",12,2882
"18996",12,1739
"18997",12,3058
"19030",12,2775
"19044",12,2349
"19125",12,4747
"19207",12,2895
"19267",12,2007
"19295",12,1030
"19299",12,2070
"19351",12,4364
"19357",12,3641
"19386",12,2405
"19431",12,2243
"19625",12,897
"19636",12,2517
"19748",12,1761
"1976",12,2030
"19863",12,2485
"2",12,1666
"2028",12,7541
"20450",12,1521
"20510",12,1956
"20593",12,6020
"20649",12,1142
"2073",12,1662
"20745",12,5391
"20925",12,1822
"21090",12,1927
"21096",12,1050
"21098",12,1874
"21125",12,2154
"21202",12,3706
"21238",12,6026
"21578",12,2580
"21617",12,2464
"21674",12,1874
"21738",12,1264
"21888",12,2177
"22160",12,1121
"22186",12,1809
"22188",12,1733
"22238",12,10956
"2225",12,2705
"22280",12,973
"22504",12,2049
"22519",12,12501
"22586",12,2188
"22626",12,1524
"22699",12,1511
"22736",12,826
"22792",12,1387
"22819",12,2166
"22914",12,1077
"23157",12,1348
"23311",12,1569
"23364",12,1606
"23388",12,1602
"23415",12,1572
"23486",12,2130
"23537",12,1515
"23739",12,1482
"23754",12,8344
"23840",12,2750
"23855",12,3314
"24175",12,992
"24214",12,2108
"24231",12,4475
"24276",12,1844
"24325",12,3552
"24342",12,2335
"24355",12,7725
"24365",12,1594
"24419",12,4861
"24614",12,1672
"24627",12,1100
"24688",12,5770
"24703",12,1156
"24949",12,2351
"24951",12,2384
"25029",12,1977
"25161",12,1846
"25230",12,4904
"25308",12,1412
"25409",12,1517
"25532",12,1653
"25649",12,1251
"25657",12,1862
"2573",12,3183
"25854",12,2463
"25855",12,2257
"26022",12,1228
"26078",12,2629
"26291",12,4387
"26348",12,2020
"26582",12,1883
"26625",12,6739
"26648",12,3926
"26678",12,2016
"26755",12,1563
"26771",12,1946
"26776",12,1868
"26819",12,2003
"26835",12,1732
"26877",12,700
"26901",12,1567
"26937",12,2145
"271",12,3042
"27250",12,1264
"27320",12,2505
"27526",12,1942
"27531",12,2679
"27602",12,1298
"27620",12,1859
"27663",12,1341
"27815",12,1297
"2784",12,2789
"27915",12,1406
"2792",12,1571
"27999",12,1747
"28017",12,1664
"28078",12,1488
"28222",12,2796
"28313",12,1394
"28385",12,11062
"28505",12,1539
"28549",12,2111
"28632",12,1981
"2867",12,3971
"28680",12,4219
"28784",12,4578
"28908",12,2124
"29030",12,1829
"29038",12,2915
"29042",12,1524
"29070",12,1167
"29131",12,1505
"29137",12,1432
"292",12,2002
"29226",12,1522
"295",12,4260
"29523",12,4596
"29544",12,3933
"29611",12,1091
"29700",12,2528
"29789",12,3391
"30109",12,1977
"30129",12,1522
"3015",12,5329
"30341",12,4288
"30505",12,5082
"30519",12,2263
"30543",12,2151
"30602",12,1909
"30663",12,2318
"30811",12,1792
"30939",12,2124
"31024",12,1239
"31160",12,1300
"31167",12,1847
"31191",12,2413
"31226",12,1324
"31252",12,4103
"31620",12,1676
"31865",12,1738
"31917",12,1013
"32006",12,2263
"32111",12,866
"32220",12,1944
"32570",12,1648
"32582",12,1391
"32673",12,1879
"32676",12,6743
"3271",12,2313
"32728",12,1609
"3291",12,1649
"32932",12,1416
"32956",12,1735
"32961",12,1109
"33146",12,3674
"33206",12,1724
"33377",12,1014
"33399",12,1200
"3345",12,1052
"33565",12,1395
"33634",12,1761
"3364",12,1214
"33690",12,1667
"33700",12,2102
"33710",12,1774
"33725",12,1870
"33831",12,1029
"33911",12,1817
"34010",12,1030
"34025",12,1743
"34142",12,2481
"34182",12,1115
"34539",12,6935
"34584",12,1597
"34637",12,1755
"3470",12,10809
"34804",12,2653
"34845",12,2338
"3495",12,1780
"34954",12,1576
"34972",12,1385
"35033",12,2076
"35056",12,2055
"35087",12,1102
"35124",12,1389
"35188",12,1684
"35251",12,2815
"35456",12,4304
"35504",12,1067
"3554",12,2443
"35702",12,1308
"35723",12,1375
"35739",12,1772
"35786",12,1954
"35815",12,4021
"35846",12,1503
"35926",12,10901
"3598",12,4819
"35991",12,1431
"36050",12,1750
"36101",12,4922
"36137",12,2119
"36216",12,2234
"36310",12,3736
"36357",12,1359
"36365",12,2487
"36446",12,2106
"36452",12,4118
"36478",12,1787
"36531",12,1720
"3670",12,2257
"36825",12,1543
"36860",12,2487
"36950",12,2381
"37008",12,1871
"3701",12,1454
"37105",12,1691
"37176",12,1657
"37211",12,1103
"37220",12,1623
"37488",12,2743
"37564",12,2389
"37581",12,2522
"37602",12,3139
"37640",12,1452
"37715",12,4518
"37760",12,887
"37786",12,1097
"37931",12,1751
"37943",12,3870
"37951",12,1175
"38010",12,1896
"38035",12,2215
"38203",12,1815
"3824",12,1875
"3825",12,1706
"38354",12,1868
"38373",12,2435
"3841",12,1751
"38425",12,1539
"38616",12,1810
"3872",12,1888
"38843",12,820
"38874",12,2133
"38877",12,1074
"38903",12,6540
"39146",12,1878
"39248",12,2127
"39270",12,1785
"39525",12,2372
"39576",12,919
"39622",12,4504
"39748",12,1890
"40095",12,1748
"40272",12,1684
"40432",12,1565
"40520",12,6140
"40525",12,1750
"40630",12,5086
"40734",12,2874
"4082",12,1368
"40977",12,1400
